"subjectID" "activityLabel" "variable" "value"
"977" 13 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.158333146191489
"978" 13 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.217210568085455
"979" 14 "LAYING" "tBodyAcc.std.Z" -0.900331921686275
"980" 14 "SITTING" "tBodyAcc.std.Z" -0.922774835740741
"981" 14 "STANDING" "tBodyAcc.std.Z" -0.9222763115
"982" 14 "WALKING" "tBodyAcc.std.Z" 0.0518841040022034
"983" 14 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" 0.451576075111111
"984" 14 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" 0.609017879074074
"985" 15 "LAYING" "tBodyAcc.std.Z" -0.929586835277778
"986" 15 "SITTING" "tBodyAcc.std.Z" -0.949338025084746
"987" 15 "STANDING" "tBodyAcc.std.Z" -0.951670257924528
"988" 15 "WALKING" "tBodyAcc.std.Z" -0.518932634814815
"989" 15 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.281982181666667
"990" 15 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.379717488104167
"991" 16 "LAYING" "tBodyAcc.std.Z" -0.965490276285714
"992" 16 "SITTING" "tBodyAcc.std.Z" -0.939672247101449
"993" 16 "STANDING" "tBodyAcc.std.Z" -0.953468961666667
"994" 16 "WALKING" "tBodyAcc.std.Z" -0.159799790235294
"995" 16 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" 0.0114353944787234
"996" 16 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.129283825721569
"997" 17 "LAYING" "tBodyAcc.std.Z" -0.953476700140845
"998" 17 "SITTING" "tBodyAcc.std.Z" -0.96572919578125
"999" 17 "STANDING" "tBodyAcc.std.Z" -0.970462679230769
"1000" 17 "WALKING" "tBodyAcc.std.Z" -0.265824489180328
"1001" 17 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.231064156615217
"1002" 17 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.230220954239583
"1003" 18 "LAYING" "tBodyAcc.std.Z" -0.987658662307692
"1004" 18 "SITTING" "tBodyAcc.std.Z" -0.977572717017544
"1005" 18 "STANDING" "tBodyAcc.std.Z" -0.961873909178082
"1006" 18 "WALKING" "tBodyAcc.std.Z" -0.428348061071429
"1007" 18 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.418610127454545
"1008" 18 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.31437339137931
"1009" 19 "LAYING" "tBodyAcc.std.Z" -0.984672837228916
"1010" 19 "SITTING" "tBodyAcc.std.Z" -0.951929615068493
"1011" 19 "STANDING" "tBodyAcc.std.Z" -0.952599653972603
"1012" 19 "WALKING" "tBodyAcc.std.Z" -0.13947794235
"1013" 19 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" 0.049322451025641
"1014" 19 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.1904685504575
"1015" 20 "LAYING" "tBodyAcc.std.Z" -0.972571998382353
"1016" 20 "SITTING" "tBodyAcc.std.Z" -0.929106396818182
"1017" 20 "STANDING" "tBodyAcc.std.Z" -0.913142481643836
"1018" 20 "WALKING" "tBodyAcc.std.Z" -0.228734217372549
"1019" 20 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.160938536488889
"1020" 20 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.229249455098039
"1021" 21 "LAYING" "tBodyAcc.std.Z" -0.945653787777778
"1022" 21 "SITTING" "tBodyAcc.std.Z" -0.959567861764706
"1023" 21 "STANDING" "tBodyAcc.std.Z" -0.946123407078652
"1024" 21 "WALKING" "tBodyAcc.std.Z" -0.16868872575
"1025" 21 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.0717893558666667
"1026" 21 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.219707928574468
"1027" 22 "LAYING" "tBodyAcc.std.Z" -0.942945807916667
"1028" 22 "SITTING" "tBodyAcc.std.Z" -0.917564853870968
"1029" 22 "STANDING" "tBodyAcc.std.Z" -0.942201655238095
"1030" 22 "WALKING" "tBodyAcc.std.Z" -0.213351968804348
"1031" 22 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.325722718055556
"1032" 22 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.109613216345238
"1033" 23 "LAYING" "tBodyAcc.std.Z" -0.973223495416667
"1034" 23 "SITTING" "tBodyAcc.std.Z" -0.905584390323529
"1035" 23 "STANDING" "tBodyAcc.std.Z" -0.929409745147059
"1036" 23 "WALKING" "tBodyAcc.std.Z" 0.164220685383051
"1037" 23 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" 0.229898742944444
"1038" 23 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" 0.10080118935098
"1039" 24 "LAYING" "tBodyAcc.std.Z" -0.973566958888889
"1040" 24 "SITTING" "tBodyAcc.std.Z" -0.957056111470588
"1041" 24 "STANDING" "tBodyAcc.std.Z" -0.930283530144928
"1042" 24 "WALKING" "tBodyAcc.std.Z" -0.288840016206897
"1043" 24 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.205566380745455
"1044" 24 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.255601012881356
"1045" 25 "LAYING" "tBodyAcc.std.Z" -0.717262004013699
"1046" 25 "SITTING" "tBodyAcc.std.Z" -0.965139552153846
"1047" 25 "STANDING" "tBodyAcc.std.Z" -0.964642688108108
"1048" 25 "WALKING" "tBodyAcc.std.Z" -0.437133403243243
"1049" 25 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.457972381896552
"1050" 25 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.296523975076923
"1051" 26 "LAYING" "tBodyAcc.std.Z" -0.984500013157895
"1052" 26 "SITTING" "tBodyAcc.std.Z" -0.950004414102564
"1053" 26 "STANDING" "tBodyAcc.std.Z" -0.962988401351351
"1054" 26 "WALKING" "tBodyAcc.std.Z" -0.333486502542373
"1055" 26 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.284807676
"1056" 26 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.404596936545455
"1057" 27 "LAYING" "tBodyAcc.std.Z" -0.986636996081081
"1058" 27 "SITTING" "tBodyAcc.std.Z" -0.965858735142857
"1059" 27 "STANDING" "tBodyAcc.std.Z" -0.962408444875
"1060" 27 "WALKING" "tBodyAcc.std.Z" -0.297318273508772
"1061" 27 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.240040783340909
"1062" 27 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.23070787672549
"1063" 28 "LAYING" "tBodyAcc.std.Z" -0.956450342875
"1064" 28 "SITTING" "tBodyAcc.std.Z" -0.936667245694444
"1065" 28 "STANDING" "tBodyAcc.std.Z" -0.905123824177215
"1066" 28 "WALKING" "tBodyAcc.std.Z" -0.300928395925926
"1067" 28 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.341031811521739
"1068" 28 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.28598691372549
"1069" 29 "LAYING" "tBodyAcc.std.Z" -0.987255149855072
"1070" 29 "SITTING" "tBodyAcc.std.Z" -0.968063878166667
"1071" 29 "STANDING" "tBodyAcc.std.Z" -0.980207488923077
"1072" 29 "WALKING" "tBodyAcc.std.Z" -0.242828038264151
"1073" 29 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.223177999879167
"1074" 29 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" 0.0995443502346939
"1075" 30 "LAYING" "tBodyAcc.std.Z" -0.967044236428571
"1076" 30 "SITTING" "tBodyAcc.std.Z" -0.950654041290323
"1077" 30 "STANDING" "tBodyAcc.std.Z" -0.912850596949152
"1078" 30 "WALKING" "tBodyAcc.std.Z" -0.120476783907692
"1079" 30 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.217275690290323
"1080" 30 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" 0.0249468034966154
"1081" 1 "LAYING" "tGravityAcc.mean.X" -0.24888179828
"1082" 1 "SITTING" "tGravityAcc.mean.X" 0.831509933404255
"1083" 1 "STANDING" "tGravityAcc.mean.X" 0.942952000377358
"1084" 1 "WALKING" "tGravityAcc.mean.X" 0.935223201473684
"1085" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.931874418979592
"1086" 1 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.89335109754717
"1087" 2 "LAYING" "tGravityAcc.mean.X" -0.509754238125
"1088" 2 "SITTING" "tGravityAcc.mean.X" 0.940477273043478
"1089" 2 "STANDING" "tGravityAcc.mean.X" 0.896928566851852
"1090" 2 "WALKING" "tGravityAcc.mean.X" 0.91301733338983
"1091" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.861831345531915
"1092" 2 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.790717418541667
"1093" 3 "LAYING" "tGravityAcc.mean.X" -0.241758478064516
"1094" 3 "SITTING" "tGravityAcc.mean.X" 0.901098984615385
"1095" 3 "STANDING" "tGravityAcc.mean.X" 0.93503077852459
"1096" 3 "WALKING" "tGravityAcc.mean.X" 0.936506743275862
"1097" 3 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.939057787755102
"1098" 3 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.883533436101695
"1099" 4 "LAYING" "tGravityAcc.mean.X" -0.420664662222222
"1100" 4 "SITTING" "tGravityAcc.mean.X" 0.8693030064
"1101" 4 "STANDING" "tGravityAcc.mean.X" 0.95619779125
"1102" 4 "WALKING" "tGravityAcc.mean.X" 0.963999696833333
"1103" 4 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.947731858666667
"1104" 4 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.946264314423077
"1105" 5 "LAYING" "tGravityAcc.mean.X" -0.483470597692308
"1106" 5 "SITTING" "tGravityAcc.mean.X" 0.880731443863636
"1107" 5 "STANDING" "tGravityAcc.mean.X" 0.960188699107143
"1108" 5 "WALKING" "tGravityAcc.mean.X" 0.972624959821429
"1109" 5 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.956649352553192
"1110" 5 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.936821834893617
"1111" 6 "LAYING" "tGravityAcc.mean.X" -0.47670987877193
"1112" 6 "SITTING" "tGravityAcc.mean.X" 0.933692934909091
"1113" 6 "STANDING" "tGravityAcc.mean.X" 0.945139003859649
"1114" 6 "WALKING" "tGravityAcc.mean.X" 0.958067455087719
"1115" 6 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.928531455208333
"1116" 6 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.913632241568627
"1117" 7 "LAYING" "tGravityAcc.mean.X" -0.502814250576923
"1118" 7 "SITTING" "tGravityAcc.mean.X" 0.969147824375
"1119" 7 "STANDING" "tGravityAcc.mean.X" 0.958728687924528
"1120" 7 "WALKING" "tGravityAcc.mean.X" 0.932566472280702
"1121" 7 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.930623632765957
"1122" 7 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.81874656
"1123" 8 "LAYING" "tGravityAcc.mean.X" -0.405930036111111
"1124" 8 "SITTING" "tGravityAcc.mean.X" 0.832453878043478
"1125" 8 "STANDING" "tGravityAcc.mean.X" 0.957669921111111
"1126" 8 "WALKING" "tGravityAcc.mean.X" 0.913586347916667
"1127" 8 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.914023498421053
"1128" 8 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.860368718780488
"1129" 9 "LAYING" "tGravityAcc.mean.X" -0.5802528348
"1130" 9 "SITTING" "tGravityAcc.mean.X" 0.9163245106
"1131" 9 "STANDING" "tGravityAcc.mean.X" 0.961323502222222
"1132" 9 "WALKING" "tGravityAcc.mean.X" 0.951867079615385
"1133" 9 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.938417773333333
"1134" 9 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.902647777755102
"1135" 10 "LAYING" "tGravityAcc.mean.X" -0.453069737586207
"1136" 10 "SITTING" "tGravityAcc.mean.X" 0.791887198148148
"1137" 10 "STANDING" "tGravityAcc.mean.X" 0.954008785454545
"1138" 10 "WALKING" "tGravityAcc.mean.X" 0.963092149811321
"1139" 10 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.939807421052632
"1140" 10 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.931861027446809
"1141" 11 "LAYING" "tGravityAcc.mean.X" -0.134832031403509
"1142" 11 "SITTING" "tGravityAcc.mean.X" 0.871963798301887
"1143" 11 "STANDING" "tGravityAcc.mean.X" 0.956464535957447
"1144" 11 "WALKING" "tGravityAcc.mean.X" 0.946468451355932
"1145" 11 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.941746406521739
"1146" 11 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.892626155555556
"1147" 12 "LAYING" "tGravityAcc.mean.X" -0.3785920653
"1148" 12 "SITTING" "tGravityAcc.mean.X" 0.926228975490196
"1149" 12 "STANDING" "tGravityAcc.mean.X" 0.957317821803279
"1150" 12 "WALKING" "tGravityAcc.mean.X" 0.9668735148
"1151" 12 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.949861980652174
"1152" 12 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.938371473269231
"1153" 13 "LAYING" "tGravityAcc.mean.X" -0.156852206467742
"1154" 13 "SITTING" "tGravityAcc.mean.X" 0.92557651244898
"1155" 13 "STANDING" "tGravityAcc.mean.X" 0.942695296842105
"1156" 13 "WALKING" "tGravityAcc.mean.X" 0.910855709298246
"1157" 13 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.941875619787234
"1158" 13 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.847634313454545
"1159" 14 "LAYING" "tGravityAcc.mean.X" -0.145483631627451
"1160" 14 "SITTING" "tGravityAcc.mean.X" 0.939038759814815
"1161" 14 "STANDING" "tGravityAcc.mean.X" 0.875319569
"1162" 14 "WALKING" "tGravityAcc.mean.X" 0.802973961525424
"1163" 14 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.81629643
"1164" 14 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.688256122222222
"1165" 15 "LAYING" "tGravityAcc.mean.X" -0.1719930545
"1166" 15 "SITTING" "tGravityAcc.mean.X" 0.89036426220339
"1167" 15 "STANDING" "tGravityAcc.mean.X" 0.965528899622642
"1168" 15 "WALKING" "tGravityAcc.mean.X" 0.951524391481481
"1169" 15 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.932302200476191
"1170" 15 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.918544812291667
"1171" 16 "LAYING" "tGravityAcc.mean.X" -0.206783742242857
"1172" 16 "SITTING" "tGravityAcc.mean.X" 0.942457377971014
"1173" 16 "STANDING" "tGravityAcc.mean.X" 0.941587749358974
"1174" 16 "WALKING" "tGravityAcc.mean.X" 0.925981326078431
"1175" 16 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.917818427021277
"1176" 16 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.826874282745098
"1177" 17 "LAYING" "tGravityAcc.mean.X" -0.19913309
"1178" 17 "SITTING" "tGravityAcc.mean.X" 0.94488374765625
"1179" 17 "STANDING" "tGravityAcc.mean.X" 0.904678547435897
"1180" 17 "WALKING" "tGravityAcc.mean.X" 0.92811236852459
"1181" 17 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.928817578043478
"1182" 17 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.853530565833333
"1183" 18 "LAYING" "tGravityAcc.mean.X" -0.220600509076923
"1184" 18 "SITTING" "tGravityAcc.mean.X" 0.909816469298246
"1185" 18 "STANDING" "tGravityAcc.mean.X" 0.947573239863014
"1186" 18 "WALKING" "tGravityAcc.mean.X" 0.92386524875
"1187" 18 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.932277478363636
"1188" 18 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.883330258448276
"1189" 19 "LAYING" "tGravityAcc.mean.X" -0.680043155060241
"1190" 19 "SITTING" "tGravityAcc.mean.X" 0.581371509041096
"1191" 19 "STANDING" "tGravityAcc.mean.X" 0.944045837534247
"1192" 19 "WALKING" "tGravityAcc.mean.X" 0.935222559230769
"1193" 19 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.881940855128205
"1194" 19 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.8294283725
"1195" 20 "LAYING" "tGravityAcc.mean.X" -0.472431415573529
"1196" 20 "SITTING" "tGravityAcc.mean.X" 0.924454522424242
"1197" 20 "STANDING" "tGravityAcc.mean.X" 0.911231752465753
"1198" 20 "WALKING" "tGravityAcc.mean.X" 0.899965205686274
"1199" 20 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.91972663
"1200" 20 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.777095717058824
"1201" 21 "LAYING" "tGravityAcc.mean.X" -0.174349174822222
"1202" 21 "SITTING" "tGravityAcc.mean.X" 0.940031368
"1203" 21 "STANDING" "tGravityAcc.mean.X" 0.881213341910112
"1204" 21 "WALKING" "tGravityAcc.mean.X" 0.862524800961538
"1205" 21 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.872683205555556
"1206" 21 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.781177210851064
"1207" 22 "LAYING" "tGravityAcc.mean.X" -0.418494577083333
"1208" 22 "SITTING" "tGravityAcc.mean.X" 0.839305928709677
"1209" 22 "STANDING" "tGravityAcc.mean.X" 0.954064297619048
"1210" 22 "WALKING" "tGravityAcc.mean.X" 0.936096410434783
"1211" 22 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.921820641944444
"1212" 22 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.889454382857143
"1213" 23 "LAYING" "tGravityAcc.mean.X" -0.391564962777778
"1214" 23 "SITTING" "tGravityAcc.mean.X" 0.936509242941176
"1215" 23 "STANDING" "tGravityAcc.mean.X" 0.919857125882353
"1216" 23 "WALKING" "tGravityAcc.mean.X" 0.939809688644068
"1217" 23 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.923711401296296
"1218" 23 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.843438810196078
"1219" 24 "LAYING" "tGravityAcc.mean.X" -0.359292534027778
"1220" 24 "SITTING" "tGravityAcc.mean.X" 0.919637604411765
"1221" 24 "STANDING" "tGravityAcc.mean.X" 0.96644228
"1222" 24 "WALKING" "tGravityAcc.mean.X" 0.95970108137931
"1223" 24 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.950883416727273
"1224" 24 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.906369500508475
"1225" 25 "LAYING" "tGravityAcc.mean.X" -0.461102531369863
"1226" 25 "SITTING" "tGravityAcc.mean.X" 0.865686078153846
"1227" 25 "STANDING" "tGravityAcc.mean.X" 0.929794733108108
"1228" 25 "WALKING" "tGravityAcc.mean.X" 0.937483114459459
"1229" 25 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.929627532241379
"1230" 25 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.927693239538462
"1231" 26 "LAYING" "tGravityAcc.mean.X" -0.621309715263158
"1232" 26 "SITTING" "tGravityAcc.mean.X" 0.782955611794872
"1233" 26 "STANDING" "tGravityAcc.mean.X" 0.965460891621622
"1234" 26 "WALKING" "tGravityAcc.mean.X" 0.960647754576271
"1235" 26 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.9467972718
"1236" 26 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.942095257090909
"1237" 27 "LAYING" "tGravityAcc.mean.X" -0.530434604864865
"1238" 27 "SITTING" "tGravityAcc.mean.X" 0.839464714
"1239" 27 "STANDING" "tGravityAcc.mean.X" 0.965351492
"1240" 27 "WALKING" "tGravityAcc.mean.X" 0.944759287368421
"1241" 27 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.931380178636364
"1242" 27 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.868000278627451
"1243" 28 "LAYING" "tGravityAcc.mean.X" -0.490334541875
"1244" 28 "SITTING" "tGravityAcc.mean.X" 0.907331309166667
"1245" 28 "STANDING" "tGravityAcc.mean.X" 0.948514848481013
"1246" 28 "WALKING" "tGravityAcc.mean.X" 0.942930275555556
"1247" 28 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.929291680434783
"1248" 28 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.854508231764706
"1249" 29 "LAYING" "tGravityAcc.mean.X" -0.346789842753623
"1250" 29 "SITTING" "tGravityAcc.mean.X" 0.891563755166667
"1251" 29 "STANDING" "tGravityAcc.mean.X" 0.974508732
"1252" 29 "WALKING" "tGravityAcc.mean.X" 0.96237438509434
"1253" 29 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.948486215
"1254" 29 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.929258953877551
"1255" 30 "LAYING" "tGravityAcc.mean.X" -0.344737755285714
"1256" 30 "SITTING" "tGravityAcc.mean.X" 0.825473836935484
"1257" 30 "STANDING" "tGravityAcc.mean.X" 0.968556705084746
"1258" 30 "WALKING" "tGravityAcc.mean.X" 0.965217551076923
"1259" 30 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.958000491451613
"1260" 30 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.93182983
"1261" 1 "LAYING" "tGravityAcc.mean.Y" 0.70554977346
"1262" 1 "SITTING" "tGravityAcc.mean.Y" 0.204411592680851
"1263" 1 "STANDING" "tGravityAcc.mean.Y" -0.272983832264151
"1264" 1 "WALKING" "tGravityAcc.mean.Y" -0.282165021263158
"1265" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.266610338979592
"1266" 1 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.362153364339623
"1267" 2 "LAYING" "tGravityAcc.mean.Y" 0.752536639375
"1268" 2 "SITTING" "tGravityAcc.mean.Y" -0.105630024498783
"1269" 2 "STANDING" "tGravityAcc.mean.Y" -0.370062696851852
"1270" 2 "WALKING" "tGravityAcc.mean.Y" -0.34660709
"1271" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.325780100638298
"1272" 2 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.416214890416667
"1273" 3 "LAYING" "tGravityAcc.mean.Y" 0.837032099677419
"1274" 3 "SITTING" "tGravityAcc.mean.Y" 0.127303379245962
"1275" 3 "STANDING" "tGravityAcc.mean.Y" -0.301735130327869
"1276" 3 "WALKING" "tGravityAcc.mean.Y" -0.261986357931034
"1277" 3 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.228829214285714
"1278" 3 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.382851153728814
"1279" 4 "LAYING" "tGravityAcc.mean.Y" 0.915165104259259
"1280" 4 "SITTING" "tGravityAcc.mean.Y" 0.211622539936894
"1281" 4 "STANDING" "tGravityAcc.mean.Y" -0.0759009061071429
"1282" 4 "WALKING" "tGravityAcc.mean.Y" -0.0858540265666667
"1283" 4 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.0620852772955556
"1284" 4 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.232944304615385
"1285" 5 "LAYING" "tGravityAcc.mean.Y" 0.954890346153846
"1286" 5 "SITTING" "tGravityAcc.mean.Y" 0.168445524
"1287" 5 "STANDING" "tGravityAcc.mean.Y" -0.03871012665
"1288" 5 "WALKING" "tGravityAcc.mean.Y" -0.100440285303571
"1289" 5 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.0607578318319149
"1290" 5 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.265942569148936
"1291" 6 "LAYING" "tGravityAcc.mean.Y" 0.956593814210526
"1292" 6 "SITTING" "tGravityAcc.mean.Y" 0.0682628663363636
"1293" 6 "STANDING" "tGravityAcc.mean.Y" -0.230251036140351
"1294" 6 "WALKING" "tGravityAcc.mean.Y" -0.214694852280702
"1295" 6 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.214046334375
"1296" 6 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.340732608823529
"1297" 7 "LAYING" "tGravityAcc.mean.Y" 0.393444278076923
"1298" 7 "SITTING" "tGravityAcc.mean.Y" 0.00608846646041667
"1299" 7 "STANDING" "tGravityAcc.mean.Y" -0.117607048924528
"1300" 7 "WALKING" "tGravityAcc.mean.Y" -0.159097003684211
"1301" 7 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.12987167306383
"1302" 7 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.240950944117647
"1303" 8 "LAYING" "tGravityAcc.mean.Y" 0.589922434814815
"1304" 8 "SITTING" "tGravityAcc.mean.Y" 0.240095117065217
"1305" 8 "STANDING" "tGravityAcc.mean.Y" -0.0904603488214815
"1306" 8 "WALKING" "tGravityAcc.mean.Y" -0.217102194583333
"1307" 8 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.187610243421053
"1308" 8 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.291341491707317
"1309" 9 "LAYING" "tGravityAcc.mean.Y" -0.1191541962
"1310" 9 "SITTING" "tGravityAcc.mean.Y" -0.0414258228938
"1311" 9 "STANDING" "tGravityAcc.mean.Y" -0.010383816474
"1312" 9 "WALKING" "tGravityAcc.mean.Y" -0.0314341738730769
"1313" 9 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.0352304645104762
"1314" 9 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.0377947824285714
"1315" 10 "LAYING" "tGravityAcc.mean.Y" -0.139297681034483
"1316" 10 "SITTING" "tGravityAcc.mean.Y" -0.041260775
"1317" 10 "STANDING" "tGravityAcc.mean.Y" -0.0431597830454545
"1318" 10 "WALKING" "tGravityAcc.mean.Y" -0.0838277013962264
"1319" 10 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.0646160768947368
"1320" 10 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.0565670278723404
"1321" 11 "LAYING" "tGravityAcc.mean.Y" 0.943017941403509
"1322" 11 "SITTING" "tGravityAcc.mean.Y" 0.213716305739623
"1323" 11 "STANDING" "tGravityAcc.mean.Y" -0.173082704680851
"1324" 11 "WALKING" "tGravityAcc.mean.Y" -0.212045870169492
"1325" 11 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.200321942608696
"1326" 11 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.343576924814815
"1327" 12 "LAYING" "tGravityAcc.mean.Y" 0.8033788345
"1328" 12 "SITTING" "tGravityAcc.mean.Y" 0.0830509010823529
"1329" 12 "STANDING" "tGravityAcc.mean.Y" -0.21886535557377
"1330" 12 "WALKING" "tGravityAcc.mean.Y" -0.1559834498
